teamID,yearID,lgID,G,W,L,R,RA
NYA,1973,AL,162,80,82,641,610
OAK,1973,AL,162,94,68,758,615
TEX,1973,AL,162,57,105,619,844
ATL,1973,NL,162,76,85,799,774
CHN,1973,NL,161,77,84,614,655
CIN,1973,NL,162,99,63,741,621
HOU,1973,NL,162,82,80,681,672
LAN,1973,NL,162,95,66,675,565
MON,1973,NL,162,79,83,668,702
NYN,1973,NL,161,82,79,608,588
PHI,1973,NL,162,71,91,642,717
PIT,1973,NL,162,80,82,704,693
SDN,1973,NL,162,60,102,548,770
SFN,1973,NL,162,88,74,739,702
SLN,1973,NL,162,81,81,643,603
BAL,1974,AL,162,91,71,659,612
BOS,1974,AL,162,84,78,696,661
CAL,1974,AL,163,68,94,618,657
CHA,1974,AL,163,80,80,684,721
CLE,1974,AL,162,77,85,662,694
DET,1974,AL,162,72,90,620,768
KCA,1974,AL,162,77,85,667,662
MIN,1974,AL,163,82,80,673,669
ML4,1974,AL,162,76,86,647,660
NYA,1974,AL,162,89,73,671,623
OAK,1974,AL,162,90,72,689,551
TEX,1974,AL,161,84,76,690,698
ATL,1974,NL,163,88,74,661,563
CHN,1974,NL,162,66,96,669,826
CIN,1974,NL,163,98,64,776,631
HOU,1974,NL,162,81,81,653,632
LAN,1974,NL,162,102,60,798,561
MON,1974,NL,161,79,82,662,657
NYN,1974,NL,162,71,91,572,646
PHI,1974,NL,162,80,82,676,701
PIT,1974,NL,162,88,74,751,657
SDN,1974,NL,162,60,102,541,830
SFN,1974,NL,162,72,90,634,723
SLN,1974,NL,161,86,75,677,643
BAL,1975,AL,159,90,69,682,553
BOS,1975,AL,160,95,65,796,709
CAL,1975,AL,161,72,89,628,723
CHA,1975,AL,161,75,86,655,703
CLE,1975,AL,159,79,80,688,703
DET,1975,AL,159,57,102,570,786
KCA,1975,AL,162,91,71,710,649
MIN,1975,AL,159,76,83,724,736
ML4,1975,AL,162,68,94,675,792
NYA,1975,AL,160,83,77,681,588
OAK,1975,AL,162,98,64,758,606
TEX,1975,AL,162,79,83,714,733
ATL,1975,NL,161,67,94,583,739
CHN,1975,NL,162,75,87,712,827
CIN,1975,NL,162,108,54,840,586
HOU,1975,NL,162,64,97,664,711
LAN,1975,NL,162,88,74,648,534
MON,1975,NL,162,75,87,601,690
NYN,1975,NL,162,82,80,646,625
PHI,1975,NL,162,86,76,735,694
PIT,1975,NL,161,92,69,712,565
SDN,1975,NL,162,71,91,552,683
SFN,1975,NL,161,80,81,659,671
SLN,1975,NL,163,82,80,662,689
BAL,1976,AL,162,88,74,619,598
BOS,1976,AL,162,83,79,716,660
CAL,1976,AL,162,76,86,550,631
CHA,1976,AL,161,64,97,586,745
CLE,1976,AL,159,81,78,615,615
DET,1976,AL,161,74,87,609,709
KCA,1976,AL,162,90,72,713,611
MIN,1976,AL,162,85,77,743,704
ML4,1976,AL,161,66,95,570,655
NYA,1976,AL,159,97,62,730,575
OAK,1976,AL,161,87,74,686,598
TEX,1976,AL,162,76,86,616,652
ATL,1976,NL,162,70,92,620,700
CHN,1976,NL,162,75,87,611,728
CIN,1976,NL,162,102,60,857,633
HOU,1976,NL,162,80,82,625,657
LAN,1976,NL,162,92,70,608,543
MON,1976,NL,162,55,107,531,734
NYN,1976,NL,162,86,76,615,538
PHI,1976,NL,162,101,61,770,557
PIT,1976,NL,162,92,70,708,630
SDN,1976,NL,162,73,89,570,662
SFN,1976,NL,162,74,88,595,686
SLN,1976,NL,162,72,90,629,671
BAL,1977,AL,161,97,64,719,653
BOS,1977,AL,161,97,64,859,712
CAL,1977,AL,162,74,88,675,695
CHA,1977,AL,162,90,72,844,771
CLE,1977,AL,161,71,90,676,739
DET,1977,AL,162,74,88,714,751
KCA,1977,AL,162,102,60,822,651
MIN,1977,AL,161,84,77,867,776
ML4,1977,AL,162,67,95,639,765
NYA,1977,AL,162,100,62,831,651
OAK,1977,AL,161,63,98,605,749
SEA,1977,AL,162,64,98,624,855
TEX,1977,AL,162,94,68,767,657
TOR,1977,AL,161,54,107,605,822
ATL,1977,NL,162,61,101,678,895
CHN,1977,NL,162,81,81,692,739
CIN,1977,NL,162,88,74,802,725
HOU,1977,NL,162,81,81,680,650
LAN,1977,NL,162,98,64,769,582
MON,1977,NL,162,75,87,665,736
NYN,1977,NL,162,64,98,587,663
PHI,1977,NL,162,101,61,847,668
PIT,1977,NL,162,96,66,734,665
SDN,1977,NL,162,69,93,692,834
SFN,1977,NL,162,75,87,673,711
SLN,1977,NL,162,83,79,737,688
BAL,1978,AL,161,90,71,659,633
BOS,1978,AL,163,99,64,796,657
CAL,1978,AL,162,87,75,691,666
CHA,1978,AL,161,71,90,634,731
CLE,1978,AL,159,69,90,639,694
DET,1978,AL,162,86,76,714,653
KCA,1978,AL,162,92,70,743,634
MIN,1978,AL,162,73,89,666,678
ML4,1978,AL,162,93,69,804,650
NYA,1978,AL,163,100,63,735,582
OAK,1978,AL,162,69,93,532,690
SEA,1978,AL,160,56,104,614,834
TEX,1978,AL,162,87,75,692,632
TOR,1978,AL,161,59,102,590,775
ATL,1978,NL,162,69,93,600,750
CHN,1978,NL,162,79,83,664,724
CIN,1978,NL,161,92,69,710,688
HOU,1978,NL,162,74,88,605,634
LAN,1978,NL,162,95,67,727,573
MON,1978,NL,162,76,86,633,611
NYN,1978,NL,162,66,96,607,690
PHI,1978,NL,162,90,72,708,586
PIT,1978,NL,161,88,73,684,637
SDN,1978,NL,162,84,78,591,598
SFN,1978,NL,162,89,73,613,594
SLN,1978,NL,162,69,93,600,657
BAL,1979,AL,159,102,57,757,582
BOS,1979,AL,160,91,69,841,711
CAL,1979,AL,162,88,74,866,768
CHA,1979,AL,159,73,87,730,748
CLE,1979,AL,161,81,80,760,805
DET,1979,AL,160,85,76,770,738
KCA,1979,AL,162,85,77,851,816
MIN,1979,AL,162,82,80,764,725
ML4,1979,AL,161,95,66,807,722
NYA,1979,AL,160,89,71,734,672
OAK,1979,AL,162,54,108,573,860
SEA,1979,AL,162,67,95,711,820
TEX,1979,AL,162,83,79,750,698
TOR,1979,AL,162,53,109,613,862
ATL,1979,NL,160,66,94,669,763
CHN,1979,NL,162,80,82,706,707
CIN,1979,NL,161,90,71,731,644
HOU,1979,NL,162,89,73,583,582
LAN,1979,NL,162,79,83,739,717
MON,1979,NL,160,95,65,701,581
NYN,1979,NL,163,63,99,593,706
PHI,1979,NL,163,84,78,683,718
PIT,1979,NL,163,98,64,775,643
SDN,1979,NL,161,68,93,603,681
SFN,1979,NL,162,71,91,672,751
SLN,1979,NL,163,86,76,731,693
BAL,1980,AL,162,100,62,805,640
BOS,1980,AL,160,83,77,757,767
CAL,1980,AL,160,65,95,698,797
CHA,1980,AL,162,70,90,587,722
CLE,1980,AL,160,79,81,738,807
DET,1980,AL,163,84,78,830,757
KCA,1980,AL,162,97,65,809,694
MIN,1980,AL,161,77,84,670,724
ML4,1980,AL,162,86,76,811,682
NYA,1980,AL,162,103,59,820,662
OAK,1980,AL,162,83,79,686,642
SEA,1980,AL,163,59,103,610,793
TEX,1980,AL,163,76,85,756,752
TOR,1980,AL,162,67,95,624,762
ATL,1980,NL,161,81,80,630,660
CHN,1980,NL,162,64,98,614,728
CIN,1980,NL,163,89,73,707,670
HOU,1980,NL,163,93,70,637,589
LAN,1980,NL,163,92,71,663,591
MON,1980,NL,162,90,72,694,629
NYN,1980,NL,162,67,95,611,702
PHI,1980,NL,162,91,71,728,639
PIT,1980,NL,162,83,79,666,646
SDN,1980,NL,163,73,89,591,654
SFN,1980,NL,161,75,86,573,634
SLN,1980,NL,162,74,88,738,710
BAL,1981,AL,105,59,46,429,437
BOS,1981,AL,108,59,49,519,481
CAL,1981,AL,110,51,59,476,453
CHA,1981,AL,106,54,52,476,423
CLE,1981,AL,103,52,51,431,442
DET,1981,AL,109,60,49,427,404
KCA,1981,AL,103,50,53,397,405
MIN,1981,AL,110,41,68,378,486
ML4,1981,AL,109,62,47,493,459
NYA,1981,AL,107,59,48,421,343
OAK,1981,AL,109,64,45,458,403
SEA,1981,AL,110,44,65,426,521
TEX,1981,AL,105,57,48,452,389
TOR,1981,AL,106,37,69,329,466
ATL,1981,NL,107,50,56,395,416
CHN,1981,NL,106,38,65,370,483
CIN,1981,NL,108,66,42,464,440
HOU,1981,NL,110,61,49,394,331
LAN,1981,NL,110,63,47,450,356
MON,1981,NL,108,60,48,443,394
NYN,1981,NL,105,41,62,348,432
PHI,1981,NL,107,59,48,491,472
PIT,1981,NL,103,46,56,407,425
SDN,1981,NL,110,41,69,382,455
SFN,1981,NL,111,56,55,427,414
SLN,1981,NL,103,59,43,464,417
BAL,1982,AL,163,94,68,774,687
BOS,1982,AL,162,89,73,753,713
CAL,1982,AL,162,93,69,814,670
CHA,1982,AL,162,87,75,786,710
CLE,1982,AL,162,78,84,683,748
DET,1982,AL,162,83,79,729,685
KCA,1982,AL,162,90,72,784,717
MIN,1982,AL,162,60,102,657,819
ML4,1982,AL,163,95,67,891,717
NYA,1982,AL,162,79,83,709,716
OAK,1982,AL,162,68,94,691,819
SEA,1982,AL,162,76,86,651,712
TEX,1982,AL,162,64,98,590,749
TOR,1982,AL,162,78,84,651,701
ATL,1982,NL,162,89,73,739,702
CHN,1982,NL,162,73,89,676,709
CIN,1982,NL,162,61,101,545,661
HOU,1982,NL,162,77,85,569,620
LAN,1982,NL,162,88,74,691,612
MON,1982,NL,162,86,76,697,616
NYN,1982,NL,162,65,97,609,723
PHI,1982,NL,162,89,73,664,654
PIT,1982,NL,162,84,78,724,696
SDN,1982,NL,162,81,81,675,658
SFN,1982,NL,162,87,75,673,687
SLN,1982,NL,162,92,70,685,609
BAL,1983,AL,162,98,64,799,652
BOS,1983,AL,162,78,84,724,775
CAL,1983,AL,162,70,92,722,779
CHA,1983,AL,162,99,63,800,650
CLE,1983,AL,162,70,92,704,785
DET,1983,AL,162,92,70,789,679
KCA,1983,AL,163,79,83,696,767
MIN,1983,AL,162,70,92,709,822
ML4,1983,AL,162,87,75,764,708
NYA,1983,AL,162,91,71,770,703
OAK,1983,AL,162,74,88,708,782
SEA,1983,AL,162,60,102,558,740
TEX,1983,AL,163,77,85,639,609
TOR,1983,AL,162,89,73,795,726
ATL,1983,NL,162,88,74,746,640
CHN,1983,NL,162,71,91,701,719
CIN,1983,NL,162,74,88,623,710
HOU,1983,NL,162,85,77,643,646
LAN,1983,NL,163,91,71,654,609
MON,1983,NL,163,82,80,677,646
NYN,1983,NL,162,68,94,575,680
PHI,1983,NL,163,90,72,696,635
PIT,1983,NL,162,84,78,659,648
SDN,1983,NL,163,81,81,653,653
SFN,1983,NL,162,79,83,687,697
SLN,1983,NL,162,79,83,679,710
BAL,1984,AL,162,85,77,681,667
BOS,1984,AL,162,86,76,810,764
CAL,1984,AL,162,81,81,696,697
CHA,1984,AL,162,74,88,679,736
CLE,1984,AL,163,75,87,761,766
DET,1984,AL,162,104,58,829,643
KCA,1984,AL,162,84,78,673,686
MIN,1984,AL,162,81,81,673,675
ML4,1984,AL,161,67,94,641,734
NYA,1984,AL,162,87,75,758,679
OAK,1984,AL,162,77,85,738,796
SEA,1984,AL,162,74,88,682,774
TEX,1984,AL,161,69,92,656,714
TOR,1984,AL,163,89,73,750,696
ATL,1984,NL,162,80,82,632,655
CHN,1984,NL,161,96,65,762,658
CIN,1984,NL,162,70,92,627,747
HOU,1984,NL,162,80,82,693,630
LAN,1984,NL,162,79,83,580,600
MON,1984,NL,161,78,83,593,585
NYN,1984,NL,162,90,72,652,676
PHI,1984,NL,162,81,81,720,690
PIT,1984,NL,162,75,87,615,567
SDN,1984,NL,162,92,70,686,634
SFN,1984,NL,162,66,96,682,807
SLN,1984,NL,162,84,78,652,645
BAL,1985,AL,161,83,78,818,764
BOS,1985,AL,163,81,81,800,720
CAL,1985,AL,162,90,72,732,703
CHA,1985,AL,163,85,77,736,720
CLE,1985,AL,162,60,102,729,861
DET,1985,AL,161,84,77,729,688
KCA,1985,AL,162,91,71,687,639
MIN,1985,AL,162,77,85,705,782
ML4,1985,AL,161,71,90,690,802
NYA,1985,AL,161,97,64,839,660
OAK,1985,AL,162,77,85,757,787
SEA,1985,AL,162,74,88,719,818
TEX,1985,AL,161,62,99,617,785
TOR,1985,AL,161,99,62,759,588
ATL,1985,NL,162,66,96,632,781
CHN,1985,NL,162,77,84,686,729
CIN,1985,NL,162,89,72,677,666
HOU,1985,NL,162,83,79,706,691
LAN,1985,NL,162,95,67,682,579
MON,1985,NL,161,84,77,633,636
NYN,1985,NL,162,98,64,695,568
PHI,1985,NL,162,75,87,667,673
PIT,1985,NL,161,57,104,568,708
SDN,1985,NL,162,83,79,650,622
SFN,1985,NL,162,62,100,556,674
SLN,1985,NL,162,101,61,747,572
BAL,1986,AL,162,73,89,708,760
BOS,1986,AL,161,95,66,794,696
CAL,1986,AL,162,92,70,786,684
CHA,1986,AL,162,72,90,644,699
CLE,1986,AL,163,84,78,831,841
DET,1986,AL,162,87,75,798,714
KCA,1986,AL,162,76,86,654,673
MIN,1986,AL,162,71,91,741,839
ML4,1986,AL,161,77,84,667,734
NYA,1986,AL,162,90,72,797,738
OAK,1986,AL,162,76,86,731,760
SEA,1986,AL,162,67,95,718,835
TEX,1986,AL,162,87,75,771,743
TOR,1986,AL,163,86,76,809,733
ATL,1986,NL,161,72,89,615,719
CHN,1986,NL,160,70,90,680,781
CIN,1986,NL,162,86,76,732,717
HOU,1986,NL,162,96,66,654,569
LAN,1986,NL,162,73,89,638,679
MON,1986,NL,161,78,83,637,688
NYN,1986,NL,162,108,54,783,578
PHI,1986,NL,161,86,75,739,713
PIT,1986,NL,162,64,98,663,700
SDN,1986,NL,162,74,88,656,723
SFN,1986,NL,162,83,79,698,618
SLN,1986,NL,161,79,82,601,611
BAL,1987,AL,162,67,95,729,880
BOS,1987,AL,162,78,84,842,825
CAL,1987,AL,162,75,87,770,803
CHA,1987,AL,162,77,85,748,746
CLE,1987,AL,162,61,101,742,957
DET,1987,AL,162,98,64,896,735
KCA,1987,AL,162,83,79,715,691
MIN,1987,AL,162,85,77,786,806
ML4,1987,AL,162,91,71,862,817
NYA,1987,AL,162,89,73,788,758
OAK,1987,AL,162,81,81,806,789
SEA,1987,AL,162,78,84,760,801
TEX,1987,AL,162,75,87,823,849
TOR,1987,AL,162,96,66,845,655
ATL,1987,NL,161,69,92,747,829
CHN,1987,NL,161,76,85,720,801
CIN,1987,NL,162,84,78,783,752
HOU,1987,NL,162,76,86,648,678
LAN,1987,NL,162,73,89,635,675
MON,1987,NL,162,91,71,741,720
NYN,1987,NL,162,92,70,823,698
PHI,1987,NL,162,80,82,702,749
PIT,1987,NL,162,80,82,723,744
SDN,1987,NL,162,65,97,668,763
SFN,1987,NL,162,90,72,783,669
SLN,1987,NL,162,95,67,798,693
BAL,1988,AL,161,54,107,550,789
BOS,1988,AL,162,89,73,813,689
CAL,1988,AL,162,75,87,714,771
CHA,1988,AL,161,71,90,631,757
CLE,1988,AL,162,78,84,666,731
DET,1988,AL,162,88,74,703,658
KCA,1988,AL,161,84,77,704,648
MIN,1988,AL,162,91,71,759,672
ML4,1988,AL,162,87,75,682,616
NYA,1988,AL,161,85,76,772,748
OAK,1988,AL,162,104,58,800,620
SEA,1988,AL,161,68,93,664,744
TEX,1988,AL,161,70,91,637,735
TOR,1988,AL,162,87,75,763,680
ATL,1988,NL,160,54,106,555,741
CHN,1988,NL,163,77,85,660,694
CIN,1988,NL,161,87,74,641,596
HOU,1988,NL,162,82,80,617,631
LAN,1988,NL,162,94,67,628,544
MON,1988,NL,163,81,81,628,592
NYN,1988,NL,160,100,60,703,532
PHI,1988,NL,162,65,96,597,734
PIT,1988,NL,160,85,75,651,616
SDN,1988,NL,161,83,78,594,583
SFN,1988,NL,162,83,79,670,626
SLN,1988,NL,162,76,86,578,633
BAL,1989,AL,162,87,75,708,686
BOS,1989,AL,162,83,79,774,735
CAL,1989,AL,162,91,71,669,578
CHA,1989,AL,161,69,92,693,750
CLE,1989,AL,162,73,89,604,654
DET,1989,AL,162,59,103,617,816
KCA,1989,AL,162,92,70,690,635
MIN,1989,AL,162,80,82,740,738
ML4,1989,AL,162,81,81,707,679
NYA,1989,AL,161,74,87,698,792
OAK,1989,AL,162,99,63,712,576
SEA,1989,AL,162,73,89,694,728
TEX,1989,AL,162,83,79,695,714
TOR,1989,AL,162,89,73,731,651
ATL,1989,NL,161,63,97,584,680
CHN,1989,NL,162,93,69,702,623
CIN,1989,NL,162,75,87,632,691
HOU,1989,NL,162,86,76,647,669
LAN,1989,NL,160,77,83,554,536
MON,1989,NL,162,81,81,632,630
NYN,1989,NL,162,87,75,683,595
PHI,1989,NL,163,67,95,629,735
PIT,1989,NL,164,74,88,637,680
SDN,1989,NL,162,89,73,642,626
SFN,1989,NL,162,92,70,699,600
SLN,1989,NL,164,86,76,632,608
BAL,1990,AL,161,76,85,669,698
BOS,1990,AL,162,88,74,699,664
CAL,1990,AL,162,80,82,690,706
CHA,1990,AL,162,94,68,682,633
CLE,1990,AL,162,77,85,732,737
DET,1990,AL,162,79,83,750,754
KCA,1990,AL,161,75,86,707,709
MIN,1990,AL,162,74,88,666,729
ML4,1990,AL,162,74,88,732,760
NYA,1990,AL,162,67,95,603,749
OAK,1990,AL,162,103,59,733,570
SEA,1990,AL,162,77,85,640,680
TEX,1990,AL,162,83,79,676,696
TOR,1990,AL,162,86,76,767,661
ATL,1990,NL,162,65,97,682,821
CHN,1990,NL,162,77,85,690,774
CIN,1990,NL,162,91,71,693,597
HOU,1990,NL,162,75,87,573,656
LAN,1990,NL,162,86,76,728,685
MON,1990,NL,162,85,77,662,598
NYN,1990,NL,162,91,71,775,613
PHI,1990,NL,162,77,85,646,729
PIT,1990,NL,162,95,67,733,619
SDN,1990,NL,162,75,87,673,673
SFN,1990,NL,162,85,77,719,710
SLN,1990,NL,162,70,92,599,698
BAL,1991,AL,162,67,95,686,796
BOS,1991,AL,162,84,78,731,712
CAL,1991,AL,162,81,81,653,649
CHA,1991,AL,162,87,75,758,681
CLE,1991,AL,162,57,105,576,759
DET,1991,AL,162,84,78,817,794
KCA,1991,AL,162,82,80,727,722
MIN,1991,AL,162,95,67,776,652
ML4,1991,AL,162,83,79,799,744
NYA,1991,AL,162,71,91,674,777
OAK,1991,AL,162,84,78,760,776
SEA,1991,AL,162,83,79,702,674
TEX,1991,AL,162,85,77,829,814
TOR,1991,AL,162,91,71,684,622
ATL,1991,NL,162,94,68,749,644
CHN,1991,NL,160,77,83,695,734
CIN,1991,NL,162,74,88,689,691
HOU,1991,NL,162,65,97,605,717
LAN,1991,NL,162,93,69,665,565
MON,1991,NL,161,71,90,579,655
NYN,1991,NL,161,77,84,640,646
PHI,1991,NL,162,78,84,629,680
PIT,1991,NL,162,98,64,768,632
SDN,1991,NL,162,84,78,636,646
SFN,1991,NL,162,75,87,649,697
SLN,1991,NL,162,84,78,651,648
BAL,1992,AL,162,89,73,705,656
BOS,1992,AL,162,73,89,599,669
CAL,1992,AL,162,72,90,579,671
CHA,1992,AL,162,86,76,738,690
CLE,1992,AL,162,76,86,674,746
DET,1992,AL,162,75,87,791,794
KCA,1992,AL,162,72,90,610,667
MIN,1992,AL,162,90,72,747,653
ML4,1992,AL,162,92,70,740,604
NYA,1992,AL,162,76,86,733,746
OAK,1992,AL,162,96,66,745,672
SEA,1992,AL,162,64,98,679,799
TEX,1992,AL,162,77,85,682,753
TOR,1992,AL,162,96,66,780,682
ATL,1992,NL,162,98,64,682,569
CHN,1992,NL,162,78,84,593,624
CIN,1992,NL,162,90,72,660,609
HOU,1992,NL,162,81,81,608,668
LAN,1992,NL,162,63,99,548,636
MON,1992,NL,162,87,75,648,581
NYN,1992,NL,162,72,90,599,653
PHI,1992,NL,162,70,92,686,717
PIT,1992,NL,162,96,66,693,595
SDN,1992,NL,162,82,80,617,636
SFN,1992,NL,162,72,90,574,647
SLN,1992,NL,162,83,79,631,604
BAL,1993,AL,162,85,77,786,745
BOS,1993,AL,162,80,82,686,698
CAL,1993,AL,162,71,91,684,770
CHA,1993,AL,162,94,68,776,664
CLE,1993,AL,162,76,86,790,813
DET,1993,AL,162,85,77,899,837
KCA,1993,AL,162,84,78,675,694
MIN,1993,AL,162,71,91,693,830
ML4,1993,AL,162,69,93,733,792
NYA,1993,AL,162,88,74,821,761
OAK,1993,AL,162,68,94,715,846
SEA,1993,AL,162,82,80,734,731
TEX,1993,AL,162,86,76,835,751
TOR,1993,AL,162,95,67,847,742
ATL,1993,NL,162,104,58,767,559
CHN,1993,NL,163,84,78,738,739
CIN,1993,NL,162,73,89,722,785
COL,1993,NL,162,67,95,758,967
FLO,1993,NL,162,64,98,581,724
HOU,1993,NL,162,85,77,716,630
LAN,1993,NL,162,81,81,675,662
MON,1993,NL,163,94,68,732,682
NYN,1993,NL,162,59,103,672,744
PHI,1993,NL,162,97,65,877,740
PIT,1993,NL,162,75,87,707,806
SDN,1993,NL,162,61,101,679,772
SFN,1993,NL,162,103,59,808,636
SLN,1993,NL,162,87,75,758,744
BAL,1994,AL,112,63,49,589,497
BOS,1994,AL,115,54,61,552,621
CAL,1994,AL,115,47,68,543,660
CHA,1994,AL,113,67,46,633,498
CLE,1994,AL,113,66,47,679,562
DET,1994,AL,115,53,62,652,671
KCA,1994,AL,115,64,51,574,532
MIN,1994,AL,113,53,60,594,688
ML4,1994,AL,115,53,62,547,586
NYA,1994,AL,113,70,43,670,534
OAK,1994,AL,114,51,63,549,589
SEA,1994,AL,112,49,63,569,616
TEX,1994,AL,114,52,62,613,697
TOR,1994,AL,115,55,60,566,579
ATL,1994,NL,114,68,46,542,448
CHN,1994,NL,113,49,64,500,549
CIN,1994,NL,115,66,48,609,490
COL,1994,NL,117,53,64,573,638
FLO,1994,NL,115,51,64,468,576
HOU,1994,NL,115,66,49,602,503
LAN,1994,NL,114,58,56,532,509
MON,1994,NL,114,74,40,585,454
NYN,1994,NL,113,55,58,506,526
PHI,1994,NL,115,54,61,521,497
PIT,1994,NL,114,53,61,466,580
SDN,1994,NL,117,47,70,479,531
SFN,1994,NL,115,55,60,504,500
SLN,1994,NL,115,53,61,535,621
BAL,1995,AL,144,71,73,704,640
BOS,1995,AL,144,86,58,791,698
CAL,1995,AL,145,78,67,801,697
CHA,1995,AL,145,68,76,755,758
CLE,1995,AL,144,100,44,840,607
DET,1995,AL,144,60,84,654,844
KCA,1995,AL,144,70,74,629,691
MIN,1995,AL,144,56,88,703,889
ML4,1995,AL,144,65,79,740,747
NYA,1995,AL,145,79,65,749,688
OAK,1995,AL,144,67,77,730,761
SEA,1995,AL,145,79,66,796,708
TEX,1995,AL,144,74,70,691,720
TOR,1995,AL,144,56,88,642,777
ATL,1995,NL,144,90,54,645,540
CHN,1995,NL,144,73,71,693,671
CIN,1995,NL,144,85,59,747,623
COL,1995,NL,144,77,67,785,783
FLO,1995,NL,143,67,76,673,673
HOU,1995,NL,144,76,68,747,674
LAN,1995,NL,144,78,66,634,609
MON,1995,NL,144,66,78,621,638
NYN,1995,NL,144,69,75,657,618
PHI,1995,NL,144,69,75,615,658
PIT,1995,NL,144,58,86,629,736
SDN,1995,NL,144,70,74,668,672
SFN,1995,NL,144,67,77,652,776
SLN,1995,NL,143,62,81,563,658
BAL,1996,AL,163,88,74,949,903
BOS,1996,AL,162,85,77,928,921
CAL,1996,AL,161,70,91,762,943
CHA,1996,AL,162,85,77,898,794
CLE,1996,AL,161,99,62,952,769
DET,1996,AL,162,53,109,783,1103
KCA,1996,AL,161,75,86,746,786
MIN,1996,AL,162,78,84,877,900
ML4,1996,AL,162,80,82,894,899
NYA,1996,AL,162,92,70,871,787
OAK,1996,AL,162,78,84,861,900
SEA,1996,AL,161,85,76,993,895
TEX,1996,AL,163,90,72,928,799
TOR,1996,AL,162,74,88,766,809
ATL,1996,NL,162,96,66,773,648
CHN,1996,NL,162,76,86,772,771
CIN,1996,NL,162,81,81,778,773
COL,1996,NL,162,83,79,961,964
FLO,1996,NL,162,80,82,688,703
HOU,1996,NL,162,82,80,753,792
LAN,1996,NL,162,90,72,703,652
MON,1996,NL,162,88,74,741,668
NYN,1996,NL,162,71,91,746,779
PHI,1996,NL,162,67,95,650,790
PIT,1996,NL,162,73,89,776,833
SDN,1996,NL,162,91,71,771,682
SFN,1996,NL,162,68,94,752,862
SLN,1996,NL,162,88,74,759,706
ANA,1997,AL,162,84,78,829,794
BAL,1997,AL,162,98,64,812,681
BOS,1997,AL,162,78,84,851,857
CHA,1997,AL,161,80,81,779,833
CLE,1997,AL,161,86,75,868,815
DET,1997,AL,162,79,83,784,790
KCA,1997,AL,161,67,94,747,820
MIN,1997,AL,162,68,94,772,861
ML4,1997,AL,161,78,83,681,742
NYA,1997,AL,162,96,66,891,688
OAK,1997,AL,162,65,97,764,946
SEA,1997,AL,162,90,72,925,833
TEX,1997,AL,162,77,85,807,823
TOR,1997,AL,162,76,86,654,694
ATL,1997,NL,162,101,61,791,581
CHN,1997,NL,162,68,94,687,759
CIN,1997,NL,162,76,86,651,764
COL,1997,NL,162,83,79,923,908
FLO,1997,NL,162,92,70,740,669
HOU,1997,NL,162,84,78,777,660
LAN,1997,NL,162,88,74,742,645
MON,1997,NL,162,78,84,691,740
NYN,1997,NL,162,88,74,777,709
PHI,1997,NL,162,68,94,668,840
PIT,1997,NL,162,79,83,725,760
SDN,1997,NL,162,76,86,795,891
SFN,1997,NL,162,90,72,784,793
SLN,1997,NL,162,73,89,689,708
ANA,1998,AL,162,85,77,787,783
BAL,1998,AL,162,79,83,817,785
BOS,1998,AL,162,92,70,876,729
CHA,1998,AL,163,80,82,861,931
CLE,1998,AL,162,89,73,850,779
DET,1998,AL,162,65,97,722,863
KCA,1998,AL,161,72,89,714,899
MIN,1998,AL,162,70,92,734,818
NYA,1998,AL,162,114,48,965,656
OAK,1998,AL,162,74,88,804,866
SEA,1998,AL,161,76,85,859,855
TBA,1998,AL,162,63,99,620,751
TEX,1998,AL,162,88,74,940,871
TOR,1998,AL,163,88,74,816,768
ARI,1998,NL,162,65,97,665,812
ATL,1998,NL,162,106,56,826,581
CHN,1998,NL,163,90,73,831,792
CIN,1998,NL,162,77,85,750,760
COL,1998,NL,162,77,85,826,855
FLO,1998,NL,162,54,108,667,923
HOU,1998,NL,162,102,60,874,620
LAN,1998,NL,162,83,79,669,678
MIL,1998,NL,162,74,88,707,812
MON,1998,NL,162,65,97,644,783
NYN,1998,NL,162,88,74,706,645
PHI,1998,NL,162,75,87,713,808
PIT,1998,NL,163,69,93,650,718
SDN,1998,NL,162,98,64,749,635
SFN,1998,NL,163,89,74,845,739
SLN,1998,NL,163,83,79,810,782
ANA,1999,AL,162,70,92,711,826
BAL,1999,AL,162,78,84,851,815
BOS,1999,AL,162,94,68,836,718
CHA,1999,AL,162,75,86,777,870
CLE,1999,AL,162,97,65,1009,860
DET,1999,AL,161,69,92,747,882
KCA,1999,AL,161,64,97,856,921
MIN,1999,AL,161,63,97,686,845
NYA,1999,AL,162,98,64,900,731
OAK,1999,AL,162,87,75,893,846
SEA,1999,AL,162,79,83,859,905
TBA,1999,AL,162,69,93,772,913
TEX,1999,AL,162,95,67,945,859
TOR,1999,AL,162,84,78,883,862
ARI,1999,NL,162,100,62,908,676
ATL,1999,NL,162,103,59,840,661
CHN,1999,NL,162,67,95,747,920
CIN,1999,NL,163,96,67,865,711
COL,1999,NL,162,72,90,906,1028
FLO,1999,NL,162,64,98,691,852
HOU,1999,NL,162,97,65,823,675
LAN,1999,NL,162,77,85,793,787
MIL,1999,NL,161,74,87,815,886
MON,1999,NL,162,68,94,718,853
NYN,1999,NL,163,97,66,853,711
PHI,1999,NL,162,77,85,841,846
PIT,1999,NL,161,78,83,775,782
SDN,1999,NL,162,74,88,710,781
